art,t,bpm,g,ln,s
Anitta,Medicina,94,5,10,863183
Madeon,All My Friends,106,10,2,1034072
Katy Perry,E.T. (Cut Ver.),150,5,2,1060234
YMCK,Omocha no Heitai no March,140,10,5,370677
Hashiguchi Erina,Doki! Kouiuno ga Koi Nano?,142,2,3,62902
Miss Monochrome (CV: Horie Yui),Poker Face,136,3,3,855083
fhana,STORIES,126,5,3,895152
Feint,Laurence,174,10,5,997556
TRUSTRICK,Recall THE END (TV Size),184,3,3,1073482
DearDream,SAKURA LETTER,95,2,3,563221
Sayuri,Tsuki to Hanataba,110,3,3,742460
DJ TOTTO feat. *spiLa*,illumina,187,10,3,1295864
Chemistry meets m-flo,Now Or Never,119.99,3,3,952
Satoshi with Pikachu (CV:Matsumoto Rica/Otani Ikue),Alola!!,153,3,3,547994
supercell,Hakushu Kassai Utaawase (TV Edit),167,3,3,332515
Reku Mochizuki,Falseimager,175,10,2,1398967
Bowling for Soup,1985,120,4,2,2140
Jesse & Joy,Si Te Vas,142,5,10,30584
Sakamoto Maaya,Yakudou (Game Ver.),205,5,3,1536877
Sowelu,Wish,70,3,3,23063
Cecile Corbel,Arrietty's Song,129,13,3,44322
MARUV,Siren Song,115,5,2,1085819
yanaginagi,Vidro Moyou (TV Size),131,3,3,45719
"Masahiro ""Godspeed"" Aoki",Frostbite (Cut Ver.),188,4,5,1501511
Coldplay,Lost!,87.05,5,2,1554
petit milady,Koi wa Milk Tea,122,3,3,196674
Maxi Trusso,Nothing At All,128,5,2,363223
AC/DC,Big Gun,132,4,2,763777
Kondo Koji,Illumination Road,86,2,5,1007186
Doja Cat,Kiss Me More feat. SZA,111,9,2,1547198
Lily,Chloe,125,10,3,20201
Inferi,The Promethean Kings,178,11,2,585781
Sia,Snowman,70,5,2,703740
M2U feat. NICODE,Breach,160,2,5,1529336
P!nk,True Love ft. Lily Allen,96,5,2,651376
Kisumi Reika,SPARKLE JOURNEY,180,2,3,1612829
yozuca*,Ima o Wasurenai,190,5,3,1346172
Royal Republic,Everybody Wants To Be An Astronaut,125.01,4,2,134190
ALTIMA,Fight 4 Real (TV Size),148,3,3,143761
LiSA,No More Time Machine -TV ver.-,137,3,3,224933
Hatsuki Yura,Eclipse Parade,208,5,3,430339
Juanes,Lo Que Me Gusta A Mi,95,5,10,22740
Berryz Koubou,Koi no Jubaku,143,5,3,13413
kanon*kanon,Calendula Requiem -Shiki TV size-,140,3,3,157988
SPYAIR,I Wanna Be... (TV Size),126,3,3,812991
"Yamazaki Haruka, Tadokoro Azusa, Machico",Dreaming!,180,2,3,1385110
Maaya Sakamoto,CLEAR,78,3,3,717166
Jonathan Coulton,Mandelbrot Set,160,7,2,278
Inori Minase,Yume no Tsubomi,188,3,3,608258
ClariS,Luminous -movie MIX-,173,3,3,1111693
Wakasa Yuuri (CV: M.A.O),Friend Shitai,148,3,3,1041232
"Team ""Hanayamata""",Hana wa Odore ya Iroha ni Ho (TV Size),160,5,3,1512150
Starving Trancer feat. Maki,Give a Reason (Trance Remix),144,10,3,9681
Renard,EXTREME FUCKING SOCA PARTY,140,10,5,361356
Leslie Hall,Tight Pants / Body Rolls,142,7,2,15849
Psychic Lover,"Precious Time, Glory Days (TV Size)",172,3,3,884241
PE2NY,Sonata(O2 Version),130,2,5,4124
Uehara Rena,Todokanai Koi '13,135,3,3,142982
Minami,Kawaki wo Ameku,129,5,3,1302370
S.H.E.,Chung Kuo Hua-Chinese,100,5,4,1943
NBGI,Town,200,2,5,182948
TOUYU,Delusion Girl,210,4,3,717276
Mindless Self Indulgence,What Do They Know?,154,4,2,5490
Terry S. Taylor,Triangle Square,118.37,2,5,6527
Orianthi,According To You,131,5,2,11680
Queen & David Bowie,Under Pressure,113,4,2,1013332
Chi-chi,Burning Heartache (lullaby cover),54,2,5,496486
SNK Sound Team,Destiny,118,2,5,310056
Asian Kung-Fu Generation,Loop & Loop,130,4,3,4272
Chili Tomato,Angel Gakuen no Ichinichi,94,2,5,172967
Pierce The Veil,She Sings In The Morning,175,4,2,425053
Camellia,Routing,144,2,5,403282
Mitchie M,Viva Happy,148,5,3,1143108
ELECTROCUTICA feat. HALUNA,Piano Lesson,100,5,3,1232559
DJ Genki vs. Camellia feat. moimoi,Sunshine,170,10,5,1033156
Angela Chang,Aurora,84.93,5,4,2118
R2beat,Kischer Marsch,135,2,5,4772
Tristam,Ruthless,135,10,2,1504441
Tristam,Once Again,110,10,2,179495
"Maeda Tatsuyuki, Setsumaru Masaru, Nanba Mariko",Spirit of Cuteness,143.55,2,5,1116047
Porter Robinson & Madeon,Shelter,100,3,2,527661
Roselia & Afterglow,MIIRO vs. Ai no Scenario,195,2,3,1035849
Etnic,Blestem,120,5,14,34529
fhana,Que sera sera (TV Size),120,3,3,108253
Chata,Miren,134,5,3,23615
Aikawa Nanase,Owarinai Yume (TV Size),153,3,3,1152749
Eyemedia,Holy Knight,155,2,5,1064207
Shishigami Leona,Wherever you are,87,5,3,916227
keekihime * Yuumi & JUMA,Eiya no Parade,129,2,3,593445
Sasaki Sayaka,Marine Blue ni Sotte,180,2,3,182958
Itoki Hana,Wa-cycle- (TV Size),76,3,3,708535
Nickelback,Animals,154,4,2,1871
Lady Gaga,Christmas Tree,109,5,2,533217
iconoclasm,perditus paradisus,172,2,5,72790
Yuuki Aoi,Cupid Review,137,3,3,268467
Uehara Rena,Todokanai Koi '13 (TV EDIT),135,3,3,691147
David Guetta ft. Usher,Without You,128,5,2,81284
Mimori Suzuko,Light for Knight,190,3,3,692091
M2U,Myosotis,160,2,2,776979
Yui,Again,140,3,3,6535
solfa feat. Ceui,Koiiro Recipe,153,2,3,981822
"Iguchi Yuka, Asumi Kana, Hikasa Yoko, Ogura Yui",Natsuiro Present (TV Size),135,3,3,929040
IAHN,Candy Luv (Short Ver.),130,10,5,456054
Mindless Self Indulgence,Prom,180,4,2,5323
Okura Asuka,Prime number~Kimi to Deaeru Hi~,138,3,3,307854
Ali Project,Waga Routashi Aku no Hana,130,3,3,3228
LukHash,WHEN AN ANGEL DIES,151,2,5,605726
HAPPY CYCLE MANIA,a song for...,134,2,3,22024
kiraku,connection,175,10,5,1283352
Parry Gripp,Boogie Boogie Hedgehog,128,7,2,6505
"Danny Jacob, Phineas and Ferb Cast",Atlantis (TV Size),113.2,13,2,1665761
fripSide,Luminize,140,3,3,300922
Masayoshi Minoshima,Last Remote,87.5,2,3,12181
SID,Uso (Taiko Cut),173,5,3,15525
Ellie Goulding,The Writer,70,5,2,80861
Negoto,DESTINY,137,3,3,331892
Yunomi,Aimai Trip (with Momobako & miko),126,10,3,1463819
UNDEAD CORPORATION,Without the end,105,2,5,1205704
Two Door Cinema Club,Come Back Home,125,4,2,37850
ClariS,SHIORI (TV Size),176,5,3,1585682
3L,MyonMyonMyonMyonMyonMyon!,127,2,3,426542
toby fox,Snowdin Town,101,2,5,689649
Rita,Little Busters! -Ecstacy Short Ver.-,151,2,3,15496
Kurosaki Maon,Magic World (TV Size),171,3,3,23461
t.A.T.u.,Malchik Gay,133,5,2,13966
LADIES` CODE,I'll Smile Even If It Hurts,67,5,6,354377
petit milady,Hakone Hakoiri Musume,220,3,3,470000
Kagamine Rin,UNBALANCE,137,4,3,18512
Kugimiya Rie,True Story (TV Size),155,3,3,47631
ELISA,Dear My Friend -Mada Minu Mirai e-,129,5,3,1191574
LilyPichu,dreamy night,92,9,2,1298416
N-Trance,Destiny (Nightcore Mix),175.12,10,2,20483
Zerosiki Material,Love,50,2,5,493676
Shota Kageyama,Jitensha,158,2,3,510156
Mr.Kitty,Scars,130,10,2,330731
Shania Twain,Nah!,148,5,2,28571
Origami Angel,The Title Track,190,4,2,1396156
Annabel,syncretism,155,3,3,700584
Suzumu,isolation(Instrumental Opening),84.9,10,5,357391
Jakob Bienenhalm,"LOL, Internet",125,7,8,25198
Shikata Akiko,Utau Oka -Harmonics EOLIA-,210,2,3,383211
SHK,Identity,155,2,5,1421
Mr.T,xenon,158,2,5,8204
Kumakuma,Hallucination,164,2,3,395854
Yellow Zebra,Hyouketsu Musume,150,2,3,11841
Frank Schindel,Wir werden siegen,142,3,8,3253
Joe Redifer,Final Fantasy 5 ROBOVoice OC ReMix,135,2,2,97
TAKA respect for J.S.B,Ubertreffen,174,2,5,15740
Polysics,I My Me Mine,166.95,5,3,1893
remixed celas vs 44teru-k,CONNECT r,175,2,5,53574
Kana Nishino,Still love you,80,5,3,684712
Rabies Bun,Take off and Gala (PonyDub),200,10,5,62320
Krfawy,Kac (TV Size),112,10,5,383680
MojaP,Kagamine Hachihachi Hana no Kassen,166,4,3,218443
"Miyu Tomita, Mariya Ise, Shiori Izawa","Tabi no Hidarite, Saihate no Migite [Riko & Reg & Nanachi ver.]",91,3,3,680812
R3 Music Box,Road of Resistance,148,6,5,562458
Rita,Winter Diamond,190,2,3,761598
ATSUMI UEDA,Harmonia,177,2,3,542868
ALiCE'S EMOTiON,Lorelei,172,2,3,16437
Bring Me The Horizon,Can You Feel My Heart,128,4,2,221860
Denkare,Elder Things (Short Ver.),170,2,3,50400
Chimame-tai,Tokimeki Poporon,170,3,3,364922
Lifetheory,Lullaby For A Tough Guy,168,10,5,1202258
Beyonce,Diva,146.21,9,2,6529
The Prodigy,We Are The Ruffest,145,10,2,9538
KOTOKO,U (Short Ver.),180,2,3,68129
Ootsuki Kenji,Hitotoshite Jiku Ga Bureteiru,185.9,3,3,521
Tanizawa Tomofumi,Kimi ni Todoke (TV SIZE),126,3,3,168227
Jun'ichi Shimizu,When We Wish a Upon Star,88,2,5,45018
Golden City Factory,Twilight Chronicle ~ I am Sister,139,2,3,25381
u's,Donna Toki mo Zutto (TV Size),165,3,3,178370
Grant Kirkhope,Battle Arena,147.13,2,5,5686
Duca,Jewel Days,180,2,3,491650
Sanshuu Chuugaku Yuushabu,Hoshi to Hana,158,3,3,725875
Ogura Yui,Tinkling Smile (TV Size),175,3,3,1196183
AKB48,Kokoro no Hane (TV Size),136,3,3,15591
"Wake Up, Girls!",Tachiagare! (TV Size),152,3,3,150614
ChouCho,Natsu no Hi to Kimi no Koe (TV size ver.),107,3,3,190577
Another Infinity feat. Mayumi Morinaga,Glitter (Starving Trancer Remix),140,3,3,149424
ClariS,Connect (TV Size),175,3,3,1233402
Rammstein,Du Hast,125.1,4,8,4503
The Veronicas,Untouched,177,5,2,6520
SEREBRO,Song #1 (Cut Ver.),125,5,2,1298787
Mori Calliope,Dawn Blue,196,5,3,1469465
Toby Fox,dogcheck,140,2,5,882341
Misato Aki,DESIRE,119,2,3,779909
Silver Forest,Sakase * Sakase,200,2,3,44935
angela,KINGS (TV Size),87,3,3,64779
Sasha Asuka,Kamigami no Inori,130,2,3,14892
Motoaki Furukawa,SWEET ANGEL,150,2,5,21185
Henri Des,Petit Ours Brun,117.3,7,7,16159
Dia Frampton ft. KiD CuDi,Don't Kick the Chair,126,5,2,48276
DJ Splash,Bass Is Kicking (Wackez Vs Clubbiz Akustic Gone Bad Remix),150.21,10,5,19866
C.G mix,True Eyes,166,3,3,17386
Rica Matsumoto,Best Wishes! (TV Size),159.97,3,3,20668
Juice WRLD,Lucid Dreams (Remix) feat. Lil Uzi Vert,84,9,2,1475832
Asaka,Seize The Day (TV Size),122,5,3,1346255
P4koo,Crystal Illusion,175,10,5,791944
Girls Dead Monster,Ichiban no Takaramono (Yui Ver),120,3,3,17447
Nishiura Tomohito,Shop,120,2,5,166239
Hideyuki Fukasawa,Theme of Rose -SFIV Arrange-,127,2,5,34961
t+pazolite feat. Rizna,Interlude - teatime,100,2,3,394426
Kano,Ima o Kakeru Shoujo,132,5,3,833933
Abe Mao,Believe in yourself,171,4,3,1271839
SECONDWALL,Shooting Star,184,4,3,1368054
Thymeka,Love is War (Italian Version),87.5,4,11,23793
BilliumMoto,HDHR,135,2,5,569888
Unknown Artist,Spelunker,151,2,5,1006950
Tanaka Rie,Eternal (Short Ver.),129,5,3,13742
Wakeshima Kanon,Shoujo Shikake no Libretto ~Storytelling by solita~,130,5,3,636105
Aqours,Mirai no Bokura wa Shitteru yo,181,3,3,679821
Avril Lavigne,Nobody's Home,92.71,4,2,114966
Qverktett:||,OVERLAPPERS,146,3,3,236280
ARForest,Altros,195,10,5,658433
Ling tosite sigure,Enigmatic Feeling (TV edit),142,3,3,221295
Taylor Swift,Last Christmas,116,5,2,233233
Brad Breeck,Always Here,70,6,2,1293913
Masashi Hamauzu,Hope Given ''Dance of the Dog's Howl'',162,2,5,16669
Ayane,Analogy (TV Size),136,3,3,1511297
Various Artists,Royal Sticker Story,120,14,5,1144634
Vaundy,Hadaka no Yuusha,163,4,3,1669880
sakuraburst,Glacierfall (Park Remix),170,10,5,1315340
Taketatsu Ayana,Horaism (TV Size),140,3,3,94240
Linkin Park,A.06,150,4,5,65749
Sonic Team,Ice Cap Act 1,468.75,2,5,829
Funta,Kao Dekai,169,3,3,4535
COOL&CREATE,Locked Girl,88.75,2,3,8727
Two Steps From Hell,Election Daze,140,6,5,821735
REDALiCE feat. Shihori,Express Emotion,182,2,3,46196
u-mi,Hoshi no Arika,162,2,3,17752
Co shu Nie,ZETTAI ZETSUMEI (TV Size),143,3,3,924203
Franchouchou,Hikari e (TV Size),84.5,3,3,1203470
Wisp X,Wander,174,10,5,652886
Tanaka Maimi,Miracle Shopping ~Don Quijote no Thema~,167,5,3,1242546
Mao Buyi,Xiang Wo Zhe Yang De Ren,62,5,4,741802
AK & Veela,Digital Angel,121,5,2,645515
Sarina Paris,Look At Us (Daddy DJ Mix),134.65,2,2,43598
Kicco,Akari no Arika,226,2,3,928058
Yumi Haruna,Amai Hanazono(Game Version),112,2,3,269177
UNDEAD CORPORATION,"Under the scarlet sky pt,1 inst",96,2,5,1019375
IKU,Chikaigoto ~Sukoshi Dake Mou Ichido~ (TV Size),111.84,3,3,14990
Bassy feat.Annabel,KAGUYA,154,5,3,683393
Sakurajima Mai (CV: Seto Asami),Fukashigi no Karte (TV Size),96,3,3,880996
The xx,Intro,100.35,5,5,973194
Jivemaster,Sonic & Knuckles Lava Reach OC ReMix,127,2,5,1116
Crystal Castles,Birds,120,10,2,1339769
Ray,km/h (TV Size),185,3,3,1130722
150P,Makeinu Shijou Shugi,200,4,3,958419
Nagamatsu Ryo,Wii Sports Resort Theme,124,2,5,1163451
My Neighbor Totoro,Path of The Wind,86.08,3,3,3099
Drake Bell,Jingle Bells,193.67,4,2,129010
Genbu,Ganymede,82,2,5,1201
Kenjo Ito,Final Fantasy VIII Circuit,172,2,5,8534
Chan Kwong Wing,Wo Zai Na Yi Jiao Luo Huan Guo Shang Feng,130,6,5,120204
Plastic Tree,Future Colors (TV Size),180,3,3,37873
Arctic Monkeys,Brianstorm,165.16,4,2,24208
kensuke ushio,lit(var),70,3,5,623972
Domino,ParaGirl ~Domino Girl's Pop Mix~,148,2,2,9790
Ceui,Kaze no Naka no Primrose,113,3,3,359909
DystopiaGround,Take my Brave,176,4,3,310811
THE ORAL CIGARETTES,Fantasy (Cut Ver.),119.5,4,3,1633256
DJ Manian,Loco,152,10,2,53951
MODEL,Bir Melek Vardi,140,4,14,167221
Hirata Hironobu,AI CATCH,144,2,5,146175
nonoc,Relive,196,3,3,1108759
nao,Dimension tripper!!!!,188.2,3,3,359479
sasakure.UK,SeventH-HeaveN feat. Hatsune Miku,180,2,3,234919
a-ha,Take On Me,168.75,5,2,850597
t+pazolite,"Electric ""Sister"" Bitch",185,2,5,441459
ginkiha,Paved Garden,187,2,5,1131098
DJ Bouche,Hare Hare Sailor Fuku (Euro Mix),172,3,3,30464
Owl City,Gold (Acoustic),150,5,2,115642
yanaginagi,over and over,175,3,3,735969
fripSide,only my railgun (Full Ver.),143,3,3,12768
The Flashbulb,Lawn Wake IX,186,10,5,966060
School Food Punishment,in bloom,165,4,3,228270
TeddyLoid feat. Bonjour Suzuki,Pipo Password,90,3,3,478789
ZUN remixed by LeaF,Resurrection Spell,180,2,5,1132711
Michael Arellano,Christmas in Ponyville (Snowed-In Mix),110,10,5,131777
Rinjinbu,Be My Friend (TV Size),145,3,3,73436
Kicco,Lucky Monster,160,2,3,297140
Kyle Gabler,Your New Friend Sugar Plumps,93.3,2,5,141103
ZAQ,VOICE (TV Size),184,3,3,137338
EX Industry,Memory,111.9,2,5,717053
Saratoga (CV: Uesaka Sumire),Souzetsu Gekkou,180,2,3,765452
yukizakura,"Nagisa ~Kimi to Mezashita Takami, Negai ga Kanau Basho~",97.5,3,3,65968
Ogura Yui,Fightin * Pose (TV Size),145.87,3,3,1536856
YOASOBI,Yasashii Suisei (TV Size),90,3,3,1407774
ChouCho,Haiiro no Saga (TV Size),184,5,3,1292150
Zero,Kongou Pak,164.1,2,3,155910
KISIDA KYODAN & THE AKEBOSI ROCKETS,Blood on the EDGE (TV Size),224,3,3,986865
impaofsweden,Full Moon,88,5,2,444729
Ohashi Ayaka,Wagamama MIRROR HEART (TV Size),181,3,3,555617
Mika,"Relax, Take It Easy",122,5,2,6259
STEREO DIVE FOUNDATION,Renegade,135,3,3,329657
SHK,East West Wobble,140,2,5,325432
KANA-BOON,Star Marker (TV Size),134,5,3,1300115
Kyah,Sweet Lay,140.11,2,3,27277
Kayano Ai,Oracion(TV-Size),166,3,3,172013
Aya Ishihara,Reset (Full ver),200,2,3,16641
Nightcore,Heartbeatz,180.51,10,2,12775
Dj Raaban,Anima Libera (ReMiX),178.5,10,11,8704
IOSYS,Hatate's Bakkoi Murder Case,160,2,3,19491
livetune feat.Hatsune Miku,"Last Night, Good Night",84,4,3,138554
Kawada Mami,Serment,212,3,3,106398
SoundTeMP,Ancient Groover,110,2,5,27114
Shiena Nishizawa,Brand-new World,205,3,3,450015
MYTH & ROID,L.L.L.,208,3,3,334466
Snow Man,Grandeur (TV Size),128,5,3,1380176
SCREEN mode,ROUGH DIAMONDS (TV Size),190,3,3,967277
Delta Heavy,Ghost,174,10,2,558303
yanaginagi,landscape,161,5,3,244001
Black Raison d'etre,INSIDE IDENTITY (TV Size),186,3,3,60631
solfa feat. KOTOKO,affection,195,4,3,1160766
Loki,The Victory is Ours,175,11,5,1066365
toby fox,Spear of Justice (Cut Ver.),263,2,5,1173976
TRUSTRICK,Miraikei Answer (Anime OP Version),166,3,3,374184
Justimusfilms,Heiluvat Kassit,130,7,14,45341
Masuda Junichi,Kessen! N,190,2,5,1084585
Sharlo,Hatsukoi no Ehon,190,4,3,332887
YMCK,Hateshinai Sekai (TV Size),105,3,3,32211
Asaka,Eternal Star (TV Size),166,3,3,813472
halyosy,Snowman,127,2,3,688590
FELT,"Life [Eris's ""a Fate Encounter"" mix]",167,2,3,820225
TAEMIN,Danger,114,5,6,592108
Kawano Marina,Sono Koe o Oboeteru (TV Size),170,3,3,703034
Kugimiya Rie & Kitamura Eri,Holy Night (Short Ver.),110,3,3,59600
Pixel,Last Battle,189.9,2,5,7302
Various Artists,Amagami SS Compilation,114,3,3,1041969
KOTOKO,jihad,180,2,3,13205
Antonin Dvorak,From the New World,154.8,12,5,25342
Kugimiya Rie,Pre-Parade (Instrumental),160,3,5,14563
smileY inc.,Hanayuki (TV Size),146,3,3,1055752
Rita,Monotone no Tentai,160,5,3,532111
sakuraburst,SELF DESTRUCT,160,10,5,963193
Mitsuki Nakae,Ouka Enbu,148,4,3,688552
Silver Forest,Phantasm Brigade,168,2,3,11543
SawanoHiroyuki[nZk]:mizuki,&Z (TV size-English ver.-),158,3,2,259907
Jeff Williams,I Burn (feat. Casey Lee Williams),146,3,2,138369
96neko,ELECT,130,4,3,716122
CHiCO with HoneyWorks,Wolf,190,5,3,1257977
Mika Kobayashi,Through My Blood,192,3,2,473415
eill,Koko de Iki o Shite (TV Size),107,3,3,1493915
Veritas Unae,~DISK 1~,80,12,5,912168
The Rasmus,In The Shadows,106.02,4,2,28142
IOSYS,Miracle Hinacle,160,5,3,980713
maras k,Play Time!!,185,10,5,345325
Utada Hikaru,Beautiful World,115,5,3,8836
Takamiya Nasuno (CV:Narumi Kyoko),MeniMeni ManiMani (TV Version),154,3,3,506003
Yooh,Dynasty,189,2,5,149648
MAXIMUM THE HORMONE,Zetsubou Billy (TV Size),186,3,3,1040265
Kara & Kurokotei,Valley of Voices,200,10,5,1377216
Hashimoto Miyuki,Symphonic Love,144,2,3,1188338
Shinra-Bansho,Knowledge Paranoia,162,2,3,954089
S-C-U,yellow head joe,187,2,5,48792
Chata & nayuta,"Yuune Zekka, Ryouran no Sai",165,2,3,551892
kamome sano,lollipop,124,10,5,716292
Kawada Mami,Wings of Courage -Sora o Koete- (Epsilon Remix),175,2,3,1358513
marble,Suisai Candy (TV Size),143,3,3,43058
ELISA,Wonder Wind,163,3,3,28415
Sharlo,Eisou Youga ~Meikyou Shisui~,170,2,3,380740
Amuro vs Killer,Mei,200,2,5,8965
azusa,Kimi no mamade (TV size),135,3,3,21717
Death Grips,Hacker,125,9,2,1090992
Nana Mizuki,WILD EYES,168,5,3,4845
R3 Music Box,Deep in Abyss,74,3,5,659371
"Mimi (CV: Hidaka Rina), Misogi (CV: Morohoshi Sumire), Kyouka (CV: Ogura Yui)",Little Adventure,148,2,3,974356
onumi,LIBIDO,200,10,5,1392711
Himeringo,Yotsuya-san ni Yoroshiku,220,4,3,1085236
Kitamura Eri,Be Starters! (TV Size),168,3,3,35763
SMiLE.dk,Doki Doki,140,5,2,14500
Sawashiro Miyuki,Ambivalent World (TV Size),174,3,3,12779
BIGBANG&2NE1,Lollipop,120,5,6,330647
Trey Parker,Gay Fish,86.52,9,2,6526
Rina Satou,Shunkashuutou Festival (TV Size),172,3,3,15625
HyuN & Ritoru,Apocalypse in Love,180,10,5,1071677
Komine Lisa,Resuscitated Hope -TVsize-,130,3,3,591791
DJ TOTTO feat. *spiLa*,illumina,187,2,3,582132
KillerBlood,Something Spicy,180,10,5,569320
Arizona Zervas,ROXANNE (Remix) (feat. Swae Lee),175,9,2,1607645
Merengue,"""Ano Hero to"" Bokura ni Tsuite -noitamina ver.-",133.69,3,3,597018
AKI AKANE,FIRST,190,4,3,293832
"Miki Hoshii, Hibiki Ganaha, Takane Shijou",Insane Game,178,2,3,720689
Aimer,Brave Shine (TV size),85.5,3,3,300626
petit milady,azurite (TV Size),183,3,3,1143538
Three feat. Kagamine Len,Ego Rock,225,4,3,972812
Katakiri Rekka,(^3^)chu Dere Rhapsody,168,2,3,51530
ALI,Wild Side (TV Size),134,3,3,1055990
Uesaka Sumire,Nanatsu no Umi yori Kimi no Umi (TV Size),170,3,3,80448
yanaginagi,Haru Modoki,174,3,3,300093
eufonius,Paradigm (TV Size),160,3,3,55218
dark cat,STARS ALIGN,174,10,2,606998
Trey Parker,"America, Fuck Yeah",169.85,7,2,16156
System Of A Down,Lonely Day,75.38,4,2,78164
Yu-Peng Chen @HOYO-MiX,Nimble as Lightning,200,10,5,1366894
Mami Kawada,Contrail ~Kiseki~,168,3,3,402513
ReoNa,Nai Nai (TV Size),130,5,3,1430043
Magical Trick Society,The Steel Samurai,140,2,5,2127
R3 Music Box,Koi no Hime Hime Pettanko,99,3,5,628987
BTS,Intro : Boy Meets Evil,130,5,6,623205
T.M. Revolution x Mizuki Nana,Preserved Roses -Anime Version-,167,3,3,144259
100 gecs,money machine,198,9,2,1573241
TAG,Theory of Eternity,160,2,5,35224
SoundTeMP,M.I.S.A,140,2,5,39985
Rex,Heart Of Witch,170,2,5,7849
u's,Love wing bell (TV Size),133,3,3,305870
Mayama Rika,Liar Mask anime size,150,3,3,224203
Owl City,Alligator Sky ft. Shawn Chrystopher,92,5,2,224647
Hatsune Miku,World Outside,140,10,3,8598
Garoad,Transition I,120,2,5,1151884
Aimer,After Rain,120,5,3,933926
"Rie Kugimiya, Eri Kitamura & Yui Horie",Pre-Parade (TV Size),160,3,3,27523
Takagi-san (CV: Rie Takahashi),Chiisana Koi no Uta,205,3,3,775591
Falcom Sound Team jdk feat. Sasaka Megumi,Ashita e no Kiseki,184,2,3,1043304
Roselia,FIRE BIRD,150,3,3,1221022
fripSide,HAPPY Generation,167,5,3,30451
LEAF XCEED Music Division,YuYu Metal,136,4,5,45528
ak+q,Axium Crisis,170,2,5,812551
Sound Horizon,Ao to Shiro no Kyoukaisen,100,13,5,27048
DECO*27,Ai Kotoba II,137,4,3,123354
Roselia,Guren no Yumiya,181,2,3,825409
Coalamode.,Nanairo Symphony,155,3,3,830673
Petit Rabbit's,Daydream cafe (TV Size),150,3,3,161102
KOTOKO,Leaf ticket (Short Ver.),118,2,3,32273
SawanoHiroyuki[nZk]: Tielle & Gemie,gravityWall,117,3,3,622538
nano,MY LIBERATION,190,3,3,566537
Polyphia,G.O.A.T.,107,4,5,1187509
Aqours,SKY JOURNEY,158,2,3,594911
Serj Tankian,Lie Lie Lie,120,4,2,93958
[AMATORY],Novyj geroj,174,4,12,487843
DJ THT meets Scarlet,Live 2 Dance (Nightcore Mix),177.1,5,2,659854
Ling tosite sigure,abnormalize (TV Size),175,4,3,1230498
JIN,Additional Memory,200,4,3,848963
LiSA,Rally Go Round (TV Size),190,4,3,1145661
Billie Eilish,bury a friend,120,5,2,919644
"Muzzy, Koven & Feint",Worth The Lie,175,10,2,1217548
Lil Uzi Vert,20 Min (Cut Ver.),123.4,9,2,1277762
Kataoka Manaka & Asahi Atsuko,Able Sisters,154,2,5,1232875
Kenji Ohtsuki,Ringo Mogire Beam! (TV Size),180,3,3,20336
Dragon Guardian,Tsuioku no Kuroki Makenshi,190,4,3,897314
Pendulum,Propane Nightmares (Celldweller Remix),174,10,2,213098
Dzeko & Torres,2013 In 10 Minutes,129,10,2,513716
Magnetude,Falling,174,10,5,1263796
"Seven Lions, Tritonal & Kill The Noise feat. HALIENE",Horizon,170,10,2,860393
Hatsunetsumiko's,Two Fates,176,2,3,301400
Hatsune Miku,Subarashii Sekai,192,4,3,25825
AKINO with bless4,Yuki no Youni,184,5,3,340412
ziki_7,Leviathan,164,2,5,1013884
ClariS,Wake Up (TV Size),132,3,3,54800
C.I.L. Cafe,Just a fool loves you,171,2,3,511326
ZAQ,Kimi e (TV Size),93,3,3,76395
Suzuyu,White Eternity -special feat. Suzuyu-,178,2,3,771615
Marimomi,Shiawase no Kakera,127,3,3,23206
BAND-MAID,REAL EXISTENCE,185,4,3,1197228
Yamamoto Mineko,Shiroi Sakura Saite,176,5,3,1313749
Stan SB,Airwalk,178,10,2,45072
ELISA,Euphoric Field (TV Size),150,3,2,22551
ave;new feat. Sakura Saori,My Sweet Lady,135,2,3,102082
Breaking Benjamin,Breath,91.43,4,2,374683
0,Cheetahmen Trance Mix,12000,2,5,1535
Shano x 40mP,Natsukoi Hanabi,158,4,3,186896
Yellow Zebra,Flame of Love,155,2,3,16302
Araki x nqrse x Meychan,Odo,128,5,3,1545055
capsule,Hello,132,10,2,642644
YURiKA,Kyoumen no Nami,175,3,3,1234604
ReoNa,ANIMA (TV Size),193,3,3,1211726
Camellia vs Akira Complex,Railgun Roulette (VIP),175,10,5,694402
Crazy Loop,Famikon,140,5,2,4594
Kawada Mami,masterpiece (TV Size),167,3,3,849526
NateWantsToBattle,Sign,178,4,2,1595103
Sergey Eybog,"Went Fishing, Caught A Girl",108,2,5,289884
Bowling For Soup,1985,120,5,2,569820
The Scrantones,The Office Theme (TV Size),167,4,5,1451284
amazarashi,Maegaki,142,4,3,1040433
IU & Kim Yuna,Ice Flower (Feat. Kim Sehwang),87.95,5,6,89306
Tominaga Tommy Hiroaki,JoJo ~Sono Chi no Sadame~,146,3,3,713688
Fish Leong,Nuan Nuan,104.01,5,4,158055
Charlie Brissette,"""The Angry Beavers"" Theme Song",160,3,5,752678
ROOKIEZ is PUNK'D,Complication (TV Size),139.3,3,3,15642
Sayuri,Tsuki to Hanataba,110,3,3,724899
Uematsu Nobuo,Reminiscence,70.5,2,5,1158819
