art,t,bpm,g,ln,s
VINXIS,Greetings (Extended Mix),200,10,2,751188
Venetian Snares,Integraation,200,10,5,280089
CircusP,Copycat,137,10,2,1176418
Tsukiyama Sae,Hana Saku Iro wa Koi no Gotoshi,200,2,3,744883
yuiko,Kimi to Yumemishi,182,2,3,488586
ATSUMI UEDA,Harmonia,177,2,3,542868
Endorfin.,Suisei no Parasol,182,5,3,1479132
Wisp X,Wander,174,10,5,652886
Nanawo Akari,One Room Sugar Life (TV Size),180,3,3,813454
Muzzy,Draining Atlantic,175,10,5,479671
Mimori Suzuko,Univer Page,187,5,3,1658721
Harada Hitomi,nachu*nachu,192,5,3,24997
Dear Jane,You & Me,80,4,14,977449
Billy Fogarty,Jumpin' Jack Flash,149,2,2,4422
BiBi,Love Novels,135,3,3,111150
BIGBANG,Love Dust,130,5,6,51261
niki,HYBRID,125,10,3,138711
Kawada Mami,PSI-missing -2011 remix-,140,3,3,38627
Kajiura Yuki,Decretum,160,3,5,402915
milet,Drown,90,5,3,1452528
The Lonely Island,The Creep (feat. Nicki Minaj & John Waters),134,9,2,336207
Nero's Day At Disneyland,"No Money Down, Low Monthly Payments",189.5,10,5,111825
ALI,LOST IN PARADISE feat. AKLO (TV Size),122,14,2,1291596
Taishi,Sprintrances,178,10,5,315537
Rita,Beyond the Eternity,200,4,3,1209610
3rd Coast,STOP,162,2,2,6339
Aiobahn & Yunomi,Ginga Tetsudou no Penguin ft. nicamoq (Stripe.P Remix),110,10,3,442510
Mitsukiyo,Rolling Beat,170,10,5,1367155
"Morishita Chisaki, Tanaka Minami, Kitou Akari, Kurose Yuuko",Hitoribocchi no Monologue (TV Size),128,3,3,1004682
Tainaka Sachi,disillusion (TV Size),168,3,3,1033377
onoken,unisonote,168,10,5,1276405
Otani Kow,Zetsubo to no Wakare ~Kyozo to no Tatakai~,160,2,5,745524
AKI AKANE,antinotice,200,4,3,343906
Sheppard,Geronimo,142,5,2,302303
Mizukara wo Enshutsu Suru Otome no Kai,Girlish Lover (TV Size),165,3,3,73799
Kicco,Shunkan Spline (Short Ver.),172,3,3,37990
Nishino Kana,motto...,90.02,5,3,30654
Daughtry,I'll Fight,77.5,4,2,185426
NicoNicoDouga,VS RitsuMioDerere,149.94,7,3,19628
OSTER project feat. Tokiwa Yu,Hitorikiri no Parade,115,5,3,1008162
World of Wandag,Winky Face,136,2,5,439220
monoROSETTA,Koi no Recipe to Et Cetera,136,5,3,42836
sky_delta,Crepuscular Rays,182,10,3,561917
Chikyuseifukubu,I miss you no 3 Meter,160,3,3,296299
Ayane,Divine Beast,183,4,3,1204435
Sumire Uesaka,Inner Urge TV size mix,135,3,3,340494
S-C-U,concon,190,2,5,42051
AcesToAces,stay with me,128,10,3,793868
Kousaka Umi (CV.Ueda Reina),Hitomi no Naka no Sirius,188,3,3,458911
Disturbed,Indestructible,180,4,2,22186
senya,"Utakata, Ai no Mahoroba",155,2,2,744222
Choucho,Kawaru Mirai (TV Size),167,3,3,32911
James Landino,Spellbound,158,10,5,1034041
Negoto,Charon (DJ SEVEN PnB Refix),175,10,5,344896
Fleshgod Apocalypse,The Violation,270,11,2,1198838
Noah,Gentiana,205,11,5,1282013
Chata,Festa!,172,5,3,42212
yozurino*,Mirai Melody,125,2,3,598911
MY FIRST STORY,START OVER,87.5,5,3,751708
ATSUMI UEDA,Harmonia,177,2,3,1028168
Ryokuoushoku Shakai,Kesshou,100,5,3,1369270
Girls Dead Monster STARRING LiSA,Ichiban no Takaramono ~Yui final ver.~,60,3,3,1334357
"Fukuhara Kaori, Yuuki Aoi, Uchiyama Yumi & Kotobuki Minako",Harukaze no Kagaku,158,3,3,115748
ALI PROJECT,Kyoumu Densen (TV Size),145.1,3,3,91996
Nakagawa Shouko,Tsuyogari (TV Size),198,3,3,45657
STEREO DIVE FOUNDATION,Renegade,135,3,3,329657
Goose house,Hikaru nara -TV size-,160,3,3,237645
StylipS,Choose me Darling (TV ver.),150,3,3,342820
PSY,GANGNAM STYLE,132,5,6,55799
Tachibana Arisu,Kimi ni Todoke,126,2,3,642581
Manzo,My-Pace Daiou,180,3,3,842
Getter Jaani,Rockefeller Street (Nightcore Mix),162.5,10,2,33842
Cristina D'Avena & Giorgio Vanni,All'arrembaggio (TV Size),123.99,3,11,24203
Choucho,Kawaru Mirai (TV Size),167,3,3,32824
Shawn Mendes,Treat You Better,166,5,2,888649
"Team ""Hanayamata""",Hana wa Odore ya Irohaniho (TV Size),160,3,3,705516
Lia,"My Soul, Your Beats! (TV Size)",145,3,3,16273
Kicco,Akari no Arika,226,2,3,928058
SycAmour,Calm Down Juliet (What A Drama Queen),212,4,2,1466264
chano & 40mP,Natsukoi Hanabi,158,4,3,652293
Vicetone,What I've Waited For (feat. D. Brown),128,10,2,264467
Zektbach,meme,155,2,5,68617
XX:me,Darling,173,3,3,804587
Koizumi Hanayo(CV.Kubo Yurika),Kodoku na Heaven,144,3,3,439600
Hashimoto Miyuki,Fairly Life,234,2,3,54620
Taylor Swift,You Belong With Me,130.01,5,2,46266
"Manasora Akiha, Tokika",Toukasa Funtouki!~ Rakutoferin no Hate e ~,185,2,3,43170
SniperSnake19,Brunch (Sequel to BreakFast),180,10,5,55235
Kisumi Reika,SPARKLE JOURNEY,180,2,3,1612829
IOSYS,CAMELLIA! ~Dangerous Camellia Vacation~,180,2,3,18879
HoneyWorks,Watashi no Tenshi feat. Narumi Sena (CV: Amamiya Sora),168,5,3,1308891
Duca,Koiiro Sekai,170,5,3,1348040
earthmind,ARCADIA (Short Ver.),177,2,3,81843
MEMAI SIREN,Nijimu Sabiiro (Anime Ver),200,4,3,1112783
Thaehan,Higitus Figitus,134.68,10,5,700977
neverquest + avalanche death,don't go!,151.19,10,2,1122698
Kaneko Chiharu,WHITEOUT,198,2,5,913022
TeddyLoid feat. Bonjour Suzuki,Pipo Password,90,3,3,441673
Kagamine Rin,Love is War R184mm remix,184,4,3,15584
Eoin O' Broin,Static,168,10,5,34824
EGOIST,Departures ~Anata ni Okuru Ai no Uta~ (TV Edit),72,3,3,117492
Akiko Shikata,Akakakushi,113,2,3,30266
Sakakibara Yui,Scarlet (Game Ver.),175,5,3,1156235
t+pazolite feat. Rizna,Interlude - teatime,100,2,3,348711
LazuLight,Diamond City Lights,182,5,2,1469822
KOTOKO,One Small Step,160,5,3,1569847
Miyazawa Yuana,Dreht sich!,148,2,3,51705
Okui Masami,Sora no Uta (TV Size),140,3,3,491155
Kurenainagi Tabibito,Beloved Tomboyish Girl,140,2,5,96835
fhana,Watashi no Tame no Monogatari ~My Uncompleted Story~,170,3,3,718701
HUMBREADERS,Useless Machine,197,4,3,1425164
Shounen Radio,neu,199,2,5,843008
baker,For a Dead Girl+,140,10,3,955671
COOL&CREATE,Nobore YASAKAZAKA!,170,4,3,1116611
Arash feat. Helena,Broken Angel (DJ Aligator Remix),128.57,10,2,50913
supercell,Hoshi ga Matataku Konna Yoru ni,150,2,3,840787
wotoha,Digital Life Hacker,160,10,3,1509257
Miley Cyrus,Wrecking Ball,60,5,2,116487
KOTOKO,"Shichiten Hakki, Shijou Shugi!",176,3,3,13042
Daisy x Daisy,Evidence (TV Size),160,5,3,1286341
SYNC.ART'S,Mou Nanimo Kikoenai,70,2,3,34043
Porter Robinson,Sad Machine,88.5,10,2,193396
Oratorio The World God Only Knows,God only knows Dai San Maku (O.A. version),170,3,2,22196
Yuki Kajiura,Himeboshi,85,3,14,439348
KOTOKO,Wing my Way,118.04,5,3,12035
"Maya (CV: Tokui Sora), Megu (CV: Murakawa Rie)",Little * Treasure * Hunt,198,3,3,1387077
Pastel*Palettes,Zettai Sengen ~Recital~,177,2,3,860748
Hanatan,Sasabune,176,13,3,646883
Rib,Jitter Doll,180,4,3,634997
IOSYS,Power of Dream,180,2,3,8268
Megpoid GUMI,Nisemono no Uta,142,13,3,45843
IOSYS,shining grace,180,2,3,115246
Jin ft. Takumi Yoshida (phatmans after school),Kuusou Forest,170,14,3,424179
Doma Umaru (CV.Tanaka Aimi),Nimensei*Uraomote Life!,170,3,3,679303
SawanoHiroyuki[nZk]:Yosh,BELONG,167,4,2,1140644
fripSide,final phase (TV Size),149,3,3,1106520
Iori Nomizu,Ma.Ka.Se.Te Tonight ~TV SIZE EDIT,181,3,3,244026
ginkiha,Borealis,196,2,5,213068
Tatsuya Kitani,Seija no Koushin,158,4,3,1608109
JULIE SIGTUNA (CV:Yamamoto Nozomi),BelievexBelieve,122,3,3,261905
TK from Ling tosite sigure,unravel (TV edit),135,3,3,201141
Akagi Miria (CV.Kurosawa Tomoyo),Romantic Now,170,2,3,513122
Tamura Yukari,Himitsu no Door kara Ai ni Kite (TV Size),184,3,3,141664
Mrs. GREEN APPLE,Shunshuu,130,5,3,1150391
Shawn Wasabi + YDG,Burnt Rice (feat. YUNG GEMMY),160,10,2,710329
Hatsuki Yura,Shoujo to Ougonryuu no Monogatari,226,4,3,719158
"Tokai Teio (CV: Machico), Mejiro McQueen (CV: Onishi Saori)",Komorebi no Yell,130,3,3,1430973
Namie Amuro,Fight Together (TV Size),129,3,3,46514
a_hisa,"Cheshire,s dance",120,6,5,148003
Nana Mizuki,Exterminate,100,3,3,351537
Hadise,Dum Tek Tek,115,5,2,25363
canoue,ARCADIA ~Rakuen ni Fuku Kaze~,175,2,3,1151885
senya,Theta de Tsukisashite,160,2,3,1353531
Fractal Dreamers,Celestial Horizon,200,10,5,752921
petit milady,Seishun wa Tabemono desu,185,3,3,724883
Jung Joon Young,TEENAGER,160,4,6,189288
L.E.D.-G + Qrispy Joybox + ARM feat. Nanahira,Dokkin Summer Adventure,180,2,3,349561
Primary,Kage,170,5,3,962325
Kalafina,red moon,166,5,3,729156
BiBi,Diamond Princess no Yuuutsu,127,3,3,355070
Ryu,I'm so Happy,181.02,2,2,29471
BABYMETAL,"NO RAIN, NO RAINBOW",80.7,11,3,585019
CHiCO with HoneyWorks,Nostalgic Rainfall (TV Size),165,5,3,1221998
android52,super anime groove 3d world,124,10,3,533428
Kawano Marina,Sono Koe wo Oboeteru (TV Size),169,3,3,118973
Suara,Fuantei na Kamisama,156,3,3,365540
IU,You & I,134,5,6,42532
"Morishita Chisaki, Tanaka Minami, Kito Akari, Kurose Yuuko",Hitoribocchi no Monologue (TV Size),256,3,3,952742
cillia,The Snow White Princess is,200,5,3,1509983
FOLiACETATE,Heterochromia Iridis,223,2,5,106443
Intervals,A Voice Within,230,4,2,569096
Yousei Teikoku,Kikai Gensou Syoujo,260,4,3,11393
Orla Gartland,Lonely People (Raise Spirit Remix),174,10,2,1457034
ABSOLUTE CASTAWAY,Mukyuu Meiyaku,180,4,3,1524407
Sharlo,Fukujusou feat.Zero__wind,128.5,5,3,364373
APRIL,Muah!,124,5,6,384335
Sengoku Nadeko (CV: Hanazawa Kana),Mousou Express (TV size),101,3,3,696607
HoneyWorks,Watashi no Tenshi feat. Narumi Sena (CV: Amamiya Sora),168,5,3,1135846
Seiryu,3y3s,191,2,5,15241
REOL,Give me a break Stop now,128,5,3,497483
kamome sano,not found feat. ina (QQIQ),158,5,3,953270
Aspen,Reach Out (Nightcore Mix),174,10,2,1677255
Mr.Kitty,After Dark,70,10,2,217416
onumi,CONFUSION PART ONE,200,10,5,1037665
ANNA TSUCHIYA inspi' NANA(BLACK STONES),rose,172,4,3,1474104
Duca,Innocent Desire,203,2,3,1071825
Kami Nomi zo Shiri-tai,Ai no Yokan,160,3,3,37615
Thaehan,Help,196,10,5,977631
ChouCho,Elemental World (TV Size),128,3,3,587869
MODEL,Bir Melek Vardi,140,4,14,167221
R3 Music Box,Manten,146,3,5,866275
Will Stetson,Rainy Boots,144,4,2,1557729
Smash Mouth,I'm A Believer,164.75,4,2,102615
"Senko (CV: Waki Azumi), Shiro (CV: Uchida Maaya)",Koyoi mofumofu!! (TV Size),206,3,3,954691
Rie Kugimiya & Eri Kitamura,Holy Night,110,3,3,34835
My Chemical Romance,Helena,251.82,4,2,320194
"Null (CV: Waki Azumi), Peta (CV: Ueda Reina)",#NULL!*Peta,194,5,3,1541134
Adri Ane,Jun's Song {Music Box - Original},90,6,5,301402
Imy,Countdown,230,4,3,1246683
MY FIRST STORY feat. chelly (EGOIST),"1,000,000 TIMES",189,2,3,1205697
Underoath,Writing on the Walls,184,4,2,292733
Nekomata Master feat. Misawa Aki,chrono diver -fragment-,185,2,3,349291
Silent Siren,Koi Yuki,128,5,3,1079241
Sharlo,START:DASH!!,150,3,3,310371
yanaginagi,over and over,183,3,3,685935
incinerate,Purgatorium,193,2,5,54727
Izumi Hashima(CV.Chinatsu Akasaki),365 Shoku Palette,178,3,3,620574
Sota Fujimori,Move That Body -Extended Mix-,196,2,5,220220
Nakae Mitsuki,Brightly horizon,59.33,2,3,993349
Primary,Awake,200,5,3,361428
Jay Sean ft. Lil Wayne,Down,132,9,2,10066
Ado,Odo,128,5,3,1450065
Hiroko Moriguchi,ETERNAL WIND ~Hohoemi wa Hikaru Kaze no Naka~,92.04,3,3,327713
UVERworld,Touch off (TV Size),200,3,3,925328
Scoutellite,Surprise Buttsecks,143,10,2,188664
himmeltengoku,Whisper of Rose,175,13,5,173614
Amane,Eternal Fullmoon,142,2,5,5240
fripSide,Two souls -toward the truth-,165,3,3,366802
Acchi<->Kocchi,Acchi de Kocchi de (TV Size),210,3,3,1108211
ZUN,Meiji Juushichi-nen no Shanghai Alice,144,2,5,1229515
Demetori,Rigid Paradise ~ Dawn of the Dead,176,11,5,192900
Liz Triangle,Messiah,100,2,3,793438
Nanawo Akari,Higher's High (TV Size),199,5,3,1282839
Carly Rae Jepsen,Call Me Maybe,120,5,2,54954
Adagaki Aki (CV: Ohashi Ayaka) & Fujinomiya Neko (CV: Mimori Suzuko),Egao de Hadapure!,182,5,3,1631428
Junya Nakano,Tekishuu,153,2,5,307116
SNK Sound Team,Destiny,118,2,5,310056
MICHI,Cry for the Truth(TV edit),173,3,3,547857
Inori Minase,Aimaimoko,133,3,3,704627
The Eden Project,Lost,160,10,2,247747
CINDERELLA PROJECT,Shine!!,174,3,3,354019
Lenka,Heart Skips a Beat,160,5,2,191306
"ginkiha, TEA",Haruka (Short Ver.),182,10,3,1110461
Nekomata Master+,squall,190,2,5,127772
Unknown Brain & Laura Brehm,Circles,174,10,2,945060
Cash Cash,Forever Young,136,10,2,21155
After the Rain,Anti-Clockwise (TV Size),186,3,3,638341
Akatsuki Records x Liz Triangle,who killed U.N.Owen,137,2,3,868211
fripSide,Love with You (TV Size),171,3,3,1003489
REOL,ChiruChiru,128,5,3,476697
Koji Kondo,MAP5(Mayoi no Mori),127,2,5,405859
Totaka Kazumi,Jun Kissa Hato no Su,65,2,5,1044129
Ryo to Kirin(Satou Rina to Oogame Asuka),Shiawase Graffiti,133,3,3,293233
The Cab,Angel With A Shotgun,124,4,2,50133
Doja Cat,Say So,111,5,2,1096383
supercell,Rock 'n' Roll Nan Desu no,157,4,3,27807
nao,Pastel Chime (Short Ver.),180,2,3,25379
CRIM3S,Stay Ugly,132,10,2,814890
WHOKILLEDXIX,spy?,100,9,2,1491610
"Makishima Yuki, Yoshikawa Yukako & Fujita Saki",Kiseki no Kakera,164.98,3,3,67248
Shimotsuki Haruka,Kibou no Sora,169,2,3,109900
cYsmix,House With Legs,128,2,5,360680
yuzen,Ouka Ryouran,191,2,5,37647
Hashimoto Miyuki,Koi Zakura (Short Ver.),130,2,3,43824
sana / HoneyWorks,Akatsuki Zukuyo,154.6,4,3,1249179
Project LUMINOUS,GR@TITUDE,162,5,3,1611027
Zekk,Duplication,202,10,5,1132727
cosMo@Bousou-P,Sadistic.Music Factory,165,2,3,476871
petit milady,360-Do Hoshi no Orchestra (TV Size),172,3,3,843722
Twin-Tails,Twintail Dreamer!,198,3,3,231842
Two Steps From Hell,Dragonwing,180,6,5,936546
Apink,LUV,104,5,6,305371
hololive IDOL PROJECT,Dreaming Days,168,5,3,1373114
Tanimoto Takayoshi,Dragon Soul (TV Size),162,3,3,24237
FIRST AID,BEE-U-TIFUL,170,2,5,35152
MY FIRST STORY feat. chelly (EGOIST),"1,000,000 TIMES",200,4,3,1371312
sakuzyo,VALLISTA,180,2,5,245970
Sharlo,Shinkai Shoujo,137,4,3,221768
Tadokoro Azusa,Little Soldier (TV Size),144,3,3,912826
Suara,Fuantei na Kamisama (TV Size),156,5,3,1570450
"Team ""Hanayamata""",Hana wa Odore ya Irohaniho (TVsize),160,3,3,191196
East Clubbers,To The Moon And Back,140,10,2,12003
fhana,Ai no Supreme! (TV Size),135,3,3,1513912
R3 Music Box,Byakumu no Mayu ~Ricordando il passato~,148,2,5,593228
Nightcore,Superstar,174.24,10,2,14235
Ricky Montgomery,Cabo,145,4,2,1166415
Ken Ashcorp,20 Percent Cooler (Alex S. Remix),110,10,2,106552
ave;new feat. Sakura Saori,Shokuzai Belladonna,84,4,3,123078
Yamamoto Mineko,Pilgrimage,190,2,3,937285
tokiwa,wasurena feat. Sennzai,176,10,3,1496234
love solfege,Vanity Clock,100,5,3,1486643
DUSTCELL,STIGMA,220,5,3,1323916
hitorie,One Me Two Hearts,191,3,3,1084284
Chotu (C.V: Saurav Chakraborty),D se Dab,158,9,2,725103
yuikonnu,Tsumi no Namae,111.15,2,3,533158
FELT,Future Will Lead & The Ray of Light,200,5,2,692522
universe,echoes,129.55,3,3,733435
Maeda Jun x yanaginagi,Before I Rise,140,2,3,1290517
Ceui,Finest Sky,176,2,3,437407
Chou Huei,Bing Kuai,127,5,4,112589
sasakure.UK x DECO*27,39,175,4,3,262339
Lena Liechtenauer (CV: Sawasawa Sawa),Blue sky,193,5,3,1372152
Chanefutoshi,Kaleidoscope,95,4,3,232842
Taylor Swift,Love Story,119,5,2,41509
ICE,Majestic Phoenix,180,2,5,845094
SawanoHiroyuki[nZk]:LiSA,narrative,83,3,3,970758
NakamuraEmi,Kakatte Koi yo,113,2,3,766410
Galileo Galilei,Circle Game (TV Size),123,3,3,105089
Aimer,Zankyo Sanka (TV Size),171,5,3,1665513
HeHeJSM,YENA (Dubstep Remix),140,7,6,244936
ORANGE RANGE,*~Asterisk~ (TV Size),124,3,3,1230681
Roselia,Charles,145,2,3,1032239
BURNOUT SYNDROMES,Hana Ichi Monme,174,3,3,738662
Vickeblanka,Black Catcher,200,3,3,1100608
DeviceHigh,Innocent Blue (TV Size),156,3,3,26544
himmeltengoku,Saika (Another Style Remix),135,10,5,57923
Void_Chords feat.MARU,The Other Side of the Wall (TV Size),154,3,2,667020
S3RL,MTC (Radio Edit),175,10,2,716630
L i z z,Answer,115,5,2,60744
SawanoHiroyuki[nZk]:Yosh,scaPEGoat(TV size),78,3,3,378328
Bullet For My Valentine,Tears Don't Fall,162,4,2,374922
Numtack05,Ansatsusha! 2010 Fuyu,126,14,3,703515
Saitou Chiwa,Futakotome (TV Size),132,3,3,42716
Murata Ayumi,Drawing Again,180,2,3,1039296
Takano Hiroko,SLATEPORT CITY,116.16,2,5,779459
BoA,MASAYUME CHASING (Speed Up Ver.),150.89,3,3,214667
Taketatsu Ayana & Tatsumi Yuiko,Futari no Honey Boy (TV Size),141,3,3,39752
ginkiha,EGG,195.92,2,5,113924
Jin,Otsukimi Recital,195,5,3,102366
IOSYS,Kanbu de Tomatte Sugu Tokeru ~ Kyouki no Udongein,200,2,3,12292
TWICE,Candy Pop,174,5,3,718989
Aoyama Teruma,Happiness,115,5,3,27725
Jenny Rom,The Game of Love (E=MC2) Mix,172.34,10,2,14412
SHHis,Resonance+ (SHHis Ver.),157,5,3,1625730
Epik High,Fan,166,9,6,8499
Ray,km/h (TV Size),185,3,3,1130722
7TH SISTERS,Star*Glitter,171,2,3,479547
Two Door Cinema Club,Come Back Home,125,4,2,37850
"Riko (CV: Miyu Tomita), Reg (CV: Mariya Ise)",Deep in Abyss,135,3,3,724343
TOSHIO MASUDA,Wakiagaru Toushi,140,3,5,166185
Uchida Maaya,Gimme! Revolution,180,3,3,264087
FELT,Flower Flag,160,2,3,44346
Bo Burnham,Bezos I,115,10,2,1597196
Chima,Hajimari no Shirushi (Anime Size),71.5,3,3,612207
ALiCE'S EMOTiON,Sweet Play,172,2,3,29136
Anna Nordell,Ben 10 (TV Size),146.3,3,9,790286
Gakuen Seikatsu Bu,Friend Shitai,148,3,3,345263
senya,Tokuiten no Kaibutsuteki Kanjou,156,2,3,370545
Toshihiko Sahashi,Tsuna Awakens,101.99,3,5,30933
OneRepublic,Secrets,148,4,2,24130
Sakurai Tomo,Tatta Ichido no Kiseki,143,3,3,24440
senya,"Though the Scent Lingers, the Flower Scattered",138,2,3,20780
Mewhan,Etude (TV Size),226,3,3,967061
sasakure.UK,Pinboke Sekai Heiwa (feat. Annabel),188,10,3,1350909
Memme,Extreme Fantasy,152,2,5,49459
Tommy heavenly6,PAPERMOON (TV Size),164,3,3,601315
nao,Rave:tech(^_^)New;world,150,2,3,232518
Dan Salvato,Doki Doki Literature Club!,110,2,5,716326
mary x jon-YAKITORY,Koko de Ikiteru (TV Size),190,5,3,1511716
Capcom Sound Team,Thunder Tornado,160,2,5,3221
Shimotsuki Haruka,Hidra Heteromycin,170,11,3,668799
UR@N,Nanairo no Chizu (Short Ver.),160,2,3,28839
Kagura Mea,Yoru ni Kakeru,130,5,3,1334937
petit milady,Hakone Hakoiri Musume,220,3,3,470000
Kicco,Kokoro Hare (Short Ver.),135,2,3,55318
"Hondo Kaede, Oonishi Saori, Waki Azumi, Kino Hina, Matsuda Risae, Suzuki Eri",Save you Save me,190,3,3,763406
Pendulum,Crush (Radio Edit),174,10,2,58329
SPYAIR,MIDNIGHT,124,4,3,689544
Haloweak,Narwhal,138,2,5,1173876
Shiena Nishizawa,FUBUKI,180,3,3,288950
M2U,Happy birthday to You (M2U Version),110,10,5,1429170
Rin,Lunatic set 15 ~ The Moon as Seen from the Shrine,128,2,5,1267975
Zekk,Duplication,202,10,5,1484383
Iria Hosizaki,Private Sky,162,2,3,558107
ITO KASHITARO,Sayonara dake ga jinsei da,77,5,3,565219
"ILLENIUM, Tom DeLonge, Angels & Airwaves",Paper Thin,156,10,2,1346246
SYNC.ART'S ft. Momori,BICHROME,155,2,3,17756
Harada Hitomi,little explorer,140,2,3,175150
Matsutoya Yumi,"Haru yo, koi (FlyJay Edit)",176.25,5,3,745401
Marina & The Diamonds,Seventeen,130,5,2,27178
David Rolfe,Believe In Me (TV Size),151,3,2,22695
Inori Minase,Bokura wa Ima,195,5,3,1574791
ChouCho,Ashita no Kimi sae Ireba Ii.,89,3,3,687943
VINXIS,Sidetracked Day (Short Ver.),188,10,5,767600
Uehara Rena,Todokanai Koi '13 (TV EDIT),135,3,3,691147
Nekomata Master feat. Shimotsuki Haruka,Element of SPADA,170,2,3,158899
ChouCho,Authentic symphony,175,3,3,754826
Shoichiro Sakamoto,Eye of Aeon,180,2,5,26528
Ogura Yui,Baby Sweet Berry Love,170,3,3,1151838
Okui Masami,Good-bye crisis (Short Ver.),178,2,3,25817
Feint,Drifters (feat. Elizaveta),174,10,2,951304
monotone,Totsugeki! Glass no Kneesocks Hime!,185,2,3,54308
Kano,Yuurei Yashiki no Kubitsuri Shoujo,180,4,3,1189144
Warriyo,Venom,185,10,5,713362
Ray,Baby -> Lady LOVE (TV Size),177,3,3,880281
Aice5,Love Power (TV Size),75,3,3,793724
Amatsuki,DiVE!!,206,3,3,620718
Disasterpeace,Home,130,2,5,94205
Yasuda Mizuho,Yoake no Bell ga Naru,177,2,3,1381360
jippusu,Mushikui Saikede Rhythm,210,4,3,87547
Kitamura Eri,Happy Girl (TV Size),145,3,3,44360
inabakumori,Lagtrain,147,4,3,1336616
Ononoki Yotsugi(Hayami Saori),Orange Mint,122,3,3,263217
SHK,Violet Perfume,140,2,5,1010865
MADEVIL,LEZHAT' + SOSAT',145,7,12,777949
"Iris Freyja (CV: Hidaka Rina), Mononobe Mitsuki (CV: Numakura Manami)",Ray of bullet,185,5,3,1593028
May'n,graphite/diamond (TV Size),195,3,3,1047833
kemu,Haiboku no Shounen,185,4,3,67554
Ushirokara Haiyoritai G,Taiyou Iwaku Moeyo Chaos (An-bootleg),180,10,3,1327910
Ikimonogakari,Blue Bird feat. k*chan [ dj-Jo Remix ] TV Size,152,10,3,1601229
Yasuda Rei,blooming (TV Size),173,3,3,1117528
Hommarju feat. Latte,masterpiece,180,3,3,14592
meiko,AOI-IRO STEP,190,4,3,262411
IOSYS,Kanbu de Tomatte Sugu Tokeru ~ Kyouki no Udongein,200,2,3,1442363
Doubutsu Biscuits,Happy Biscuit,178,5,3,1497782
Phineas and the Ferb-Tones,Gitchee Gitchee Goo (Extended),163.05,3,2,27246
Sakakibara Yui,Aqua Voice (Short Ver.),75,2,3,53370
"Kayano Ai, Nakahara Mai & Toyosaki Aki",May I Help You? (TV Size),150,3,3,103182
Jenny And The Mexicats,Labios,196,5,10,534813
Neru feat. Kagamine Rin,Datsugoku,189.3,4,3,813468
+Plus,Fiesta,140,3,3,81557
nameless x toa,Patchwork Staccato,139,5,3,663385
Basslovers United,A+ Superstar (Nightcore Mix),172.82,10,2,184078
Mizuki Nana,VIRGIN CODE,212,5,3,272679
x0o0x_,Big Brother,190,10,3,1120687
Aqours,WATER BLUE NEW WORLD,175,3,3,721656
Ceui,"Giniro, Haruka",128,2,3,479942
JIN,Children Record (Re:boot),206,4,3,1419430
"Hirokawa Nanase, Hiiragi Yuka, R!N",Ring Dong Dang!,134,2,3,897000
sweet ARMS,Blade of Hope,173,3,3,900030
back number,Happy End,77,5,3,679053
fourfolium,Koujou Joujou High Jump (Short Ver.),168,2,3,569697
KOTOKO,bumpy-Jumpy!,190,2,3,14201
Aqua Timez,Saigo made II (TV Size),177,4,3,1332480
ClariS,Connect -Orchestra ver.- (Short Ver.),175,3,3,1363677
Saratoga (CV: Uesaka Sumire),Souzetsu Gekkou,180,2,3,776159
Sakaguchi Ami,Central (TV Size),135,5,3,1298512
fripSide,LEVEL5 -judgelight- (TV Size),139.5,3,3,12216
Avenged Sevenfold,Afterlife,109.97,11,2,12570
ave;new feat. Sakura Saori,Graceful Anomaly,164,2,3,102084
Mili,Rightfully (TV Size),182,3,2,866335
Abe Nana(CV : Miyake Marie),Marchen Debut!,170,3,3,478558
Renard,Layers Of Shit,145,10,2,322121
Hyde,COUNTDOWN,205,4,3,4029
"Team""Hanayamata""",Hana wa Odore ya Irohaniho,160,3,3,190965
Nakasu Kasumi (CV: Sagara Mayu),Diamond,175,5,3,901878
Taketatsu Ayana,Majokko Mirakurun (Short Ver.),185,3,3,45410
DECO*27,Otome Dissection feat. Hatsune Miku,134,5,3,913720
Rameses B,We Love,174,10,5,347276
Mameyudoufu,Citadel,183,10,5,1024712
KOTOKO,Yumemiboshi * boom!boom! (Short Ver.),165,2,3,40924
ALI PROJECT,Yuukyou Seishunka (TV Size),126,3,3,10532
Akira,Koisuru Fluorite (Short Ver.),154,2,3,39444
Falcom Sound Team jdk,A-TO-Z,176,4,5,1336633
senya,Higanbana,140,2,3,86602
Sayuri,Heikousen,74,3,3,664417
Masayoshi Minoshima feat. nomico,Alice Maestera,140,2,3,10345
Uehara Rena,Todokanai Koi '13 (TV Size),135,3,3,123849
Thaehan,Bwa !,188.5,10,5,1014936
makou,Right Now,180,2,2,124390
Kageyama Shota,Sentou! Denshousha Higana,179,2,5,803934
Harumaki Gohan feat. Hatsune Miku,Suisei ni Nareta nara,180,5,3,1344515
STARTails*,ne! ne! ne!,170,3,3,719552
EastNewSound,Lucid Dream,170,2,3,20826
Type-Moon,Severe Person,161.5,2,5,15776
MOSAIC.WAV,Tsugihagi: <=> Make Peace!,194,2,3,1394111
Nakiri Ayame,KING,166,5,3,1415465
MYTH & ROID,PANTA RHEI (TV Size),190,3,3,1037954
TUYU,Chuuken Hachi,80,4,3,1510434
