art,t,bpm,g,ln,s
nowisee,microser,82.99,5,3,1456710
Origa,Polyushko-Pole,140,6,12,31092
Tonight Alive,Little Lion Man,260,4,2,451311
Fox Stevenson,All This Time,174,10,2,956634
BUMP OF CHICKEN,Answer,133,3,3,739192
Rin,Lunatic set 16 ~ The Space Shrine Maiden Returns Home,150,2,5,996256
Miyuki Hashimoto,Kokoro ni Hibiku Koi Hotaru,122,2,3,482579
Yoko Takahashi,Cruel Angel's Thesis (TV Size),80,3,3,21472
The Flashbulb,Passage D,180,10,5,400300
David Rolfe,Believe In Me (TV Size),151,3,2,22695
Trans-Siberian Orchestra,Christmas Eve Sarajevo 12/24,164,4,5,3873
Kamiyama Yoh,YELLOW,118,5,3,1023510
Dark PHOENiX,The Magic Library BARUWA,155,2,5,21204
My Chemical Romance,Famous Last Words,122,5,2,188557
Nico Nico Douga,Telestina's Bittan Bittan,133.4,2,3,27304
Don Omar ft. Lucenzo,Danza Kuduro,130,6,10,29244
Nittle Grasper,Shining Collection,169.98,4,3,799
Takayuki Negishi,Mew Zakuro no Theme,200,3,5,23106
Primary,Inai Sekai,250,4,3,560389
Kato Emiri,happy bite (TV Size),132,3,3,113219
Zac Efron & Vanessa Hudgens,Everyday,115,5,2,14897
Go Ichinose,Encounter! Psychic,141,2,5,287867
Aitsuki Nakuru & Kabocha,Lilith,270,5,3,1344501
UVERworld,ROB THE FRONTIER (TV Size),220,3,3,1052302
Imy,Over the limit,195,4,3,1339074
meganeko,Empyrean,175,10,5,1213896
nao,Synchro Shiyou yo (Short Ver.),183,2,3,51055
Alex C. feat. Yasmin K.,Angel Of Darkness (Nightcore Mix),175,10,2,16489
LA2LY,The Ordeal,205,10,2,1192759
S2TB Recording,Super Luminal,180,10,5,1620087
Fall Out Boy feat. John Mayer,Beat It,150,4,2,5457
Oomori Seiko,JUSTadICE (TV Size),185,3,3,990079
Yuki Kajiura,Sis puella magica! (Short Ver.),148,3,14,37943
Kanaria,Envy Baby,171,5,3,1575643
ESTi,Fly Away,166,2,6,12761
BEAT CRUSADERS,"TONIGHT, TONIGHT, TONIGHT (TV Size)",178,3,2,1321979
Billie Eilish,bury a friend,120,5,2,958856
Y&Co. feat. karin,Sweet Rain,155,2,3,93659
ETIA.,Claiomh Solais,188,10,5,165664
Sangatsu no Phantasia,PINK LEMONADE (TV Size),191,3,3,890173
Mindless Self Indulgence,What Do They Know?,154,4,2,5490
Mayoi Neko Overrun!,Icharabu Come Home! (TV Size),140,3,3,15260
Memme,Sky of the Ocean,230,2,6,668888
Kishida Kyoudan,Natsuiro Straight!,180,3,3,41716
blue drops,SECOND(Main Vocal Hitomi),150,3,3,135153
Mitchie M,Assassin Princess,155,5,3,1506176
SiM,The Rumbling (TV Size),145,11,2,1670899
penoreri,Preserved Valkyria,155,2,5,433002
Morikazu Aoki,Shisen! Ukiwa girl,151,2,5,703962
Powerwolf,Christ & Combat,154,11,2,1013426
Horie Yui,True truly love,204,5,3,1415113
Mylene Farmer,Desenchantee,125.92,5,7,1488666
Skrillex,Imma Try It Out (feat. Alvin Risk),140,10,2,76662
Aimer,Kogoesou na Kisetsu kara (TV Size),86,3,3,773247
Hashimoto Miyuki,New SPARKS! (TV Size),182,3,3,156966
YUI,Summer Song,108,5,3,10710
Fractal Dreamers,Fragments of You,185,10,5,1146874
onoken,BIOTONIC,175,2,5,919719
Shimomura Yoko,Saranaru Otenami Haiken!,198.85,2,5,1052734
Josh & Jutta,Szep karacsony,80,5,14,229524
Neople,intro,103,2,5,903515
"25-ji, Night Code de.",IDSMILE,170.85,5,3,1449491
Brookes Brothers feat. Georgie Allen,New Wave,174,10,5,961042
Lil Yachty,Coffin,138,9,2,1370104
FictionJunction KAORI,Yume no Tsubasa,90,3,3,10269
dora,Doradura,120.04,4,12,1135418
nao,Komorebi Fresnel (Short Ver.),202,2,3,55191
Inori Minase,Snow White,155,5,3,1629102
Kisumi Reika,SPARKLE JOURNEY,180,2,3,1612829
Ishida Youko & 501st JOINT FIGHTER WING (+Shizuka),Yakusoku no Sora e ~Watashi no Ita Basho~,188,3,3,982304
Mitsudomoe Cast,Mittsu Kazoete Daishuugou! (TV Size),190,3,3,17755
Red Hot Chili Peppers,Dark Necessities,92,4,2,1306135
Psychic Lovers,Cho! Saikyou! Warriors,175,3,3,15627
Fleshgod Apocalypse,In Aeternum,150,11,2,1471275
m-flo + Bella Blue,own the sky (el poco maro Remix),174,10,5,356277
yanaginagi,Yukitoki,160,3,3,1216983
Silver Forest,"Soukuu ni Mae, Sumizome no Sakura",150,2,3,12504
kors k,Insane Techniques,146,2,5,155288
CHiCO with HoneyWorks,Kimi ga Sora Koso Kanashikere,198,4,3,940746
mafumafu feat. soraru,ROKI,150,5,3,1587613
Uchida Maaya,Soushou Innocence,205,3,3,167632
Charlie Brissette,"""The Angry Beavers"" Theme Song",160,3,5,752678
"Kugimiya Rie, Horie Yui, Kitamura Eri",Orange,140,3,3,1412334
osu! virgin gang,Quintuplets On My Line (feat. Kariyu),90,9,2,1585183
Powerwolf,Army Of The Night,172,11,2,1044785
JUNNA,Here,108,3,3,686584
Wakeshima Kanon,Foul Play ni Kurari (TV Size),163,3,3,849022
ZUN,"Reach for the Moon, Immortal Smoke",158,2,5,8033
Spica,Grow Up-Shine! (TV Size),174,5,3,1425992
highcolor_sunz,RE-OVERDOSE,132,4,3,1020335
Yuna (CV: Kanda Sayaka),Break Beat Bark!,188,3,3,878387
REOL,YoiYoi Kokon,150,5,3,545737
Kagemori Michiru (CV: Morohoshi Sumire),Ready to (TV Size),147,3,3,1130133
Reol & nqrse,Ooedo Ranvu,134,5,3,357544
T.M.Revolution,RAIMEI (Thunderbolt Fantasy Tourikenyuuki OP ver.),180,3,3,607392
Ogura Yui,Raise,160,3,3,64481
Minase Mashiro,Suna no Kodomo,103,2,3,972764
Wonderlands x Showtime,TONDEMO-WONDERZ,172,5,3,1547596
Suzumu,isolation(Instrumental Opening),84.9,10,5,357391
Ohara Yuiko,Only (TV Size),150,3,3,1359649
Fractal Dreamers,Scarlet Night,175,10,5,986376
Hito Ookami,Decisive Battle! Ho-Oh!,180,2,5,24875
yanaginagi,Mitsuba no Musubime (TV Size),123,3,3,196777
NeoNintendo,Scrub Scrub Scrub,192.9,7,2,7506
Marina & The Diamonds,Oh No!,127,5,2,20557
senya,Iro wa Nioedo Chirinuru o(OPver.),138,2,3,392495
DECO*27 feat. Topi,Love Distance Long Affair,140,5,3,43409
Brad Breeck,S2 Trailer Theme,160,3,5,614235
RiraN,Ready For The Madness,180,10,5,999054
Kurosaki Maon,ROAR (TV Size),236,4,3,1239923
Yonekura Chihiro,Fairy Tail ~Yakusoku no Hi~ (TV Size),156,3,3,77735
Aimer,Stars in the rain,78,5,3,524875
Nakae Mitsuki,"Pure Love, True Love (Short Ver.)",138,2,3,56994
Avicii,Addicted To You,128,5,2,186458
IM@S ALLSTARS,GO MY WAY!!,180,2,3,212382
Getty vs. DJ DiA,Ops:Code -Rapture-,195,10,5,776328
Megurine Luka,Just Be Friends,128,5,3,19802
May'n,Kimi Shinitamou Koto Nakare (TV Size),170,3,3,12157
xi,Finder keepers,160,2,5,25545
HoneyWorks,Akatsuki Zukuyo,154.59,4,3,332800
iyuna,Emukko Kyun Kyun,160,2,3,39484
Lana Del Rey,Summertime Sadness,112,5,2,1113209
DJ YOSHITAKA,Evans -prototype-,185,2,5,62205
Usher ft. Pitbull,DJ Got Us Fallin' In Love,120,5,2,21569
"Hatsune Miku, Kagamine Rin, Kagamine Len",ReAct,115,5,3,29056
AAAA,carnation,160,12,5,677687
halca,Sentimental Crisis (TV Size),154,3,3,914756
Ohara Yuiko,Kaze to Iku Michi (TV Size),86,5,3,1611794
BRIGHT,Ichinen Nikagetsu Hatsuka,119,5,3,90499
Nanameue-P,Honey,142,5,3,9958
Ayane,Senpuu no Mai [Chi],160,2,3,781693
Queen,Killer Queen,116,4,2,1007069
Tegomass,Kimi + Boku = Love? (TV Size),158,3,3,9036
Paul K. Joyce,Can We Fix It?,134,7,2,21662
Linkin Park,From the Inside,126.75,4,2,23977
MY FIRST STORY,Black Rail,204,4,3,439396
Haru,Flowering Night x Outkast (B.O.B.),154,2,5,17824
THE ORAL CIGARETTES,Sesshoku,196,4,3,839248
Usatsurai,Tsugai Kogarashi,100,13,3,44867
Maria de Jesus Teheran,No me hagas sentir una salvaje,163.85,3,10,23062
SYNC.ART'S,Sins -Kokoro no Tsumi-,145,2,3,51605
SMiLE.dk,Doki Doki,140,5,2,14500
THE ORAL CIGARETTES,ReI,186,4,3,842981
ZUN,Kobito of the Shining Needle ~ Little Princess,164,2,5,111611
Akiyama Mio (CV: Hikasa Yoko),Heart Goes Boom!! [GAME Mix],180,2,3,844633
Rex,Heart Of Witch,170,2,5,7849
SHIKI,Lapis,146,2,5,19230
Owl City,Angels,123,5,2,32179
*NSYNC,It's Gonna Be Me,165.1,5,2,8755
Dio feat. Sef,Aye,119,9,14,1621130
LiSA,AxxxiS,194,3,3,1451433
PUP,Mabu,257,4,2,762836
Galileo Galilei,Aoi Shiori (TV Size),132,3,3,82035
Denkishiki Karen Ongaku Shuudan,Watch out!,169,11,3,1130504
Blink 182,The Rock Show,193.15,4,2,15476
Enya,Anywhere Is,96.65,6,2,633251
Milk Inc.,Forever,140,10,2,9228
Kano,Stella-rium (Asterisk MAKINA Remix),177,10,3,1456709
Suzuki Konomi,Hikari no Metamorphosis,180,2,3,1443991
Epica,Martyr of the Free Word,200,11,2,362500
Utada Hikaru,Sakura Nagashi (el poco maro Remix),176,10,3,185392
Caravan Palace,Dragons,124,14,5,46733
Ceui,Haruoto*Veil,180,5,3,1176413
yuiko,GLORIOUS DAYS,167,2,3,557022
SUPER BEAVER,Toppakou (TV Size),207,4,3,1632720
Toyosaki Aki,MORE&MORE,178,3,3,125303
Suzuki Konomi,Theater of Life (TV Size),198,5,3,1218183
Yousei Teikoku,Wahrheit,140,6,3,53923
Ito Kanako,Koko ni Iru kara,168,5,3,1357763
Mili,Vitamins feat. world's end girlfriend,191,10,2,1473909
yes we cant,wh,130,10,2,318842
DystopiaGround,AugoEidEs,207,4,3,136969
BoA,Kiseki,104.95,5,3,150145
FantasticYouth,Unknown Mother-Goose,222,4,3,992892
u's,Sore wa Bokutachi no Kiseki,180,3,3,167252
bladee & ECCO2K,Obedient,176,9,2,1170997
Camellia,Routing,144,2,5,663255
Iroha Tamaki (CV: Asakura Momo),Yohaku no Honne,95,2,3,1056363
Kano,Dear Brave,188,5,3,390668
Hamburgaga,Fubuki Guys,165,7,5,1281581
Hana,Kuukirikigaku Shoujo to Shounen no Uta,182,4,3,1164291
Nakae Mitsuki. Shimotsuki Haruka,collage,178,6,3,333015
Diao ye zong,Owaranu Matsuri,137,2,3,670176
Infected Mushroom,Guitarmass (Cut Ver.),145,10,5,947022
Ryu* feat. Maki,Ponyo on the Cliff by the Sea,144,3,3,10776
Marie,Rocket Love Panic! (Short Ver.),166,2,3,39520
Ito Kanako,Amadeus,177,2,3,384688
Aki,Wanna Be My Dream,165,2,3,128432
TAM,Megumeru,140,2,5,320280
"Sub Focus, Dimension",Desire (Cut Ver.),174,10,2,1411024
Mikoi Sasaki,Bokura no Seiza,200,2,3,539139
chano & 40mP,Natsukoi Hanabi,158,4,3,673205
Harada Hitomi,Kyoumei no True Force,187.5,4,3,1319323
ZUN,Inada Hime-sama ni Shikarareru Kara,160.97,2,5,905072
Daisy x Daisy,Towa no Kizuna feat. Another Infinity,144,3,3,50588
Haruna Luna,Kimiiro Signal-TV size ver.-,164,3,3,258165
Duca,Shiawase no Basho short ver.,164,2,3,248061
Suzuki Konomi,Absolute Soul,188,3,3,481283
Nana Mizuki,WILD EYES,168,5,3,4845
"Uinyasu, Occhoko Bunny",Aa Kenran no Yume ga Gotoku (Epsilon Remix),175,2,3,822937
kamome sano,#00A9EF feat. TEA,178,10,3,934856
Soushi Sakiyama,Uso Janai,84.5,4,3,1572017
BLANKFIELD,Border Of Life,264,2,5,1168786
Akiyama Uni,The Grimoire of Alice,142,2,5,123839
"Iguchi Yuka, Asumi Kana, Hikasa Yoko, Ogura Yui",Natsuiro Present (TV Size),135,3,3,929040
PUP,Old Wounds,192,4,2,1173552
miraie,peace,179.9,5,2,1609692
JIN feat. Yoshida Takumi  (phatmans after school),Kuusou Forest,170,14,3,1037938
Nanako,Who floats,180,2,3,74255
MYTH & ROID,VORACITY (TV Size),200,3,3,812308
Jason Derulo ft. Imogen Heap,Whatcha Say,144,5,2,13845
Rie Kugimiya & Eri Kitamura,Holy Night,110,3,3,34835
DJ SNAKE & LIL JON,TURN DOWN FOR WHAT,100,5,2,444877
Hanasaka Yui(CV: M.A.O),Harumachi Clover,142,3,3,662120
Milky Holmes,Party Party! (TV Size),200,3,3,100930
Nekomata Master,Sayonara Heaven,111,2,5,516995
capitaro,Karen Aikyou Hanasaka gumi,140,4,3,324320
Otouto no Ane,Hatsune Miku no Shoushitsu -DEAD END-,150,4,3,961477
Shiori Mikami,"Watashi, Shuyaku no Akaza Akari Desu (Short Ver.)",190,3,3,48072
(K)NoW_NAME,crepuscular rays,170,3,5,642706
Two Steps From Hell,Sons of War,160,6,5,194105
RURUTIA,Shin'ai,88,5,3,1049896
Sleeping With Sirens,If You Can't Hang,192,4,2,1000309
Foreground Eclipse,Forget Me Not,143,4,3,843294
Happy Clover,PUNCH*MIND*HAPPINESS,158,3,3,453892
Amamiya Sora,Kanade,75,3,3,203688
Faylan,Syumatsu no Fractale (Game Size),171,2,3,189483
Rib,Yonjuunana,172,4,3,395657
Rita,Panorama Blue,160,2,3,713347
FROZEN QUALIA,Image Liner,172,5,3,1104749
Poppin'Party,SAKURA MEMORIES,176,2,3,1108485
Cascada,Dream on Dreamer (Nightcore Mix),170.65,10,2,205777
nonet,Now On Stage!!,170,5,3,1275018
eyemedia,Bloody Purity,155,2,5,79989
Ichika Nito,Ethereal Feel,198,4,5,1154912
Shikata Akiko,Utau Oka~Harmonics FRELIA~,46,2,3,691226
Camellia,Racemization,202,10,5,347765
Gunther,Golddiggers,132,5,2,20745
Shiro (CV: Ai Kayano),Oracion,166,3,3,705955
ClariS,Luminous -movie MIX-,173,3,3,265805
IOSYS,Resurrection Blossom,190,4,5,54043
Kicco,Get the Freedom,175,2,3,1159892
Uchida Maaya,youthful beautiful,168,3,3,902268
Spica,Make debut! (TV Size),180,3,3,1303625
Erio o Kamattechan,os-Uchuujin(Asterisk Makina Remix),175,3,3,325301
sumika,Fanfare,218,3,3,1004378
Camellia,put' l'da,200,10,5,632972
Mami Kawada,Hishoku no Sora,169,3,3,3535
Liella!,START!! True dreams (TV Size),178,5,3,1525731
Usa,Jougen no Tsuki,82,4,3,546794
Harada Hitomi,little explorer,140,2,3,175150
LiSA,Akeboshi,95,4,3,1611375
Juanes,A Dios le Pido,97,5,10,11451
-45,Shoujo-tachi no Majogari,165,2,5,886627
Spira Spica,Pyramid Daigyakuten,180,5,3,1645708
SHK,Imagination,180,2,5,5958
Susumu Hirasawa,Yume no Shima Shinen Kouen,120,3,3,7226
The Neighbourhood,Unfair,97,10,5,656425
Myu,Panorama chime (Short Ver.),120,2,3,80200
katagiri,Reso*nyan*ce Fever,222,10,5,779061
Usa,Akane Contrast,174,4,3,699833
Kawada Mami,Serment (TV Size),212,3,3,63202
Monophobia Studio,Suspense,60,6,5,144668
"Null (CV: Waki Azumi), Peta (CV: Ueda Reina)",#NULL!*Peta (TV Size),194,3,3,1244408
Megpoid GUMI,Dokugaron -code:altered-,178,4,3,42413
alt-J,Breezeblocks,150,4,2,1415502
Yamamoto Mineko,Rinne,179,2,3,948133
Tainaka Sachi,Saikou no Kataomoi (On Air Ver.),81,3,3,480789
Buono!,Minna Daisuki (TV Size),177,3,3,52504
Nekomata Master,Goodbye Heaven,111,2,5,12688
FELT,white,142,5,3,307736
Uchida Maaya,youthful beautiful (TV Size),168,4,3,1408873
fripSide,black bullet,155,3,3,905839
Spira Spica,Twinkle (TV Size),178,3,3,1161262
Riyu Kosaka,Candy,180,5,3,17721
Savlonic,Electro Gypsy,157,7,2,14328
M2U,The back of Beyond,120,2,5,764683
kamome sano,archive::zip,185,2,5,1060190
Aiobahn,Koko ni Iru (feat. rionos),126,10,3,1129013
Utagumi Setsugekka,Yumemi Sunrise,176,3,3,132312
DJ TOTTO,glacia,186,2,5,347170
ELISA,Millenario (TV Size),77,3,3,309111
Hashimoto Miyuki,Glossy:MMM (TV Size),175,3,3,44282
Hitomi Harada,eternal feather,130,2,3,297565
Amane,Boozehound,165,2,5,5875
Rokugen Alice,SKY HIGH,170,2,3,112417
K/DA,"MORE feat. Madison Beer, (G)I-DLE, Lexie Liu, Jaira Burns, Seraphine",142,5,2,1288125
Hatsune Miku,Dance of many,183,4,3,45028
Takahashi Meijin,Star Soldier -Soul of the 16 Shot-,165,2,3,27744
SPYAIR,My World ( TV Version ),136,3,3,428735
Magical Trick Society,Investigation ~ Cornered,150,2,5,130
DragonForce,Through the Fire and Flames,454.54,4,2,1627
Minato Aqua,Kaisou Ressha,164,5,3,1555132
SADA,STAR FIELD,140,2,5,22847
Daniel Ingram,Winter Wrap Up,96,6,2,43812
Mami Kawada,Contrail ~Kiseki~,168,3,3,506291
EYEMEDIA,HOLY KNIGHT,155,2,5,362316
Nanahira & *namirin,Egao ni Naru,168,3,3,781710
Kuraki Mai,Secret of my heart,85.03,3,3,138321
AAAA,Ending,105,2,5,1350582
cYsmix,Moonlight Sonata,128,2,5,486535
Ayase Eli (CV.Nanjou Yoshino) & Tojo Nozomi (CV.Kusuda Aina),Garasu no Hanazono,169,2,3,614765
24 Bit Lolitas ft. Aihara Chihiro,Dear big sister~remix ver.~,128,2,3,49721
Taketatsu Ayana,Innocent Notes (TV Size),160,3,3,951339
ZAQ,Alteration,160,5,3,1231802
TrySail,whiz -TV.Ver-,171,3,3,625311
Hatsuki Yura,Yuki no Hana (GoldenWolf -METAL MIX-),142,4,3,720424
nekodex,Little Drummer Girl,140,10,5,1320298
Sano Nobuyoshi,Duration,180,10,5,1369545
Papa Roach,9th Life,127.99,4,2,230225
ClariS,border (TV Size),183,3,3,880633
Asaka,Edelweiss,164,3,3,669613
Dragonforce,Fury Of The Storm,200,4,2,10460
Camellia,Towards The Horizon,154.38,2,5,636393
Ayakura Mei,SPIDER NET WORK - CleanTears Remix -,128,10,3,941875
"Alicia Blacker, Clyde Shorey",Cage Fight,80,10,5,1488922
Jenny Nicholson,The Gypsy Bard,119.96,5,2,65886
Ronald Jenkees,Super-Fun,140,10,5,95931
AZALEA,GALAXY HidE and SeeK,141,5,3,883713
Kawazoe Tomohisa,STAND UP TO THE VICTORY (TV Size),172.7,3,3,1317757
fripSide,only my railgun (TV Size),143,3,3,50669
AKITO,Sakura Kagetsu,138,10,5,32786
Kano,Kimi ga Iru Sekai e,184,10,3,1175013
Aoi Eir,Hitokakera no Yuuki,176,3,3,1172564
07th Expansion,haze,167,2,5,32726
Marie,Hyakka Ryouran Phantasm,176.7,2,3,39120
Acme Iku,Chaosmaid (demo),189,10,3,6719
Sul Woondo,Twist of Love,161.12,5,6,56819
SawanoHiroyuki[nZk]:Tielle & Gemie,sh0ut (TV Size),106,3,3,994389
Giorno & Critical Strikez,Darkness (Nightcore Mix),179,10,2,1217211
SteLouse,Joyride,135,10,5,289935
Otoha Yuki,NORNS,97,2,5,607726
Maduk feat. Veela,Ghost Assassin (Hourglass Bonusmix),176,10,2,953367
Alice Schach and the Magic Orchestra,Give Me a Nightmare,190,2,14,1257490
Soda Stereo,De Musica Ligera,124.19,4,10,17286
Hotaru Murasaki,Re:TrymenT,190,2,3,519521
m108,Sunflower,179,10,5,1403962
TERRA,ever snow,145,2,3,1654021
Aimer,Rokutousei no Yoru,72,3,3,523637
FELT,Story,163,2,3,297409
OxT,Clattanoia (TV Size),190,4,3,1438655
hololive IDOL PROJECT,Suspect,128,10,3,1360537
Asian Kung-Fu Generation,After Dark (TV Size),191.05,3,3,9022
Asaka,Eternal Star,166,3,3,956424
Rin',Asuka,72,13,5,52640
Ayane,Azurite no Hitsugi,173,2,3,583650
YOASOBI,Yoru ni Kakeru,130,5,3,1218852
Chitose Sara,Arcadia,178,2,3,810877
Linkin Park,Carousel,115.02,4,2,286486
Gekidan Hitotose,a e i u e o ao!!,145,3,3,669309
Aice5,Love Power,150,3,3,38157
Aqours,Jingle Bells ga Tomaranai,240,3,3,535998
"ChiliChill feat. Duo Duo poi, Yan Ning ccccc",To You on The Other Side,125,5,4,1589584
xi,.357 Magnum,178.5,2,5,155749
ghost,Klang,190,10,5,543917
Suara,Fuantei na Kamisama (TV Size),156,3,3,1148518
LLENN (CV: Kusunoki Tomori),To see the future (TV Size),137,3,3,940897
marble,Suisai Candy,143,3,3,45250
ESTi,HELIX (Edit Ver.),175,2,5,331732
Hige Driver,I Wanna Feel Your Love (feat. shully),128,5,2,682289
solfa feat.Chata,I will,86,2,3,246416
Xavier Dang,J'adore Le Zboub,130,7,7,879756
Silent Siren,Slow Morning (Cut Ver.),190,5,3,1243248
StylipS,MIRACLE RUSH (TV Size),168,3,3,48435
Nomizu Iori,*** Passionate (TV Size),141,3,3,48135
Daniel Ingram,This is Our Big Night,130,5,2,108826
Groove Coverage,Holy Virgin (Nightcore Mix),162,10,2,54675
TONI LEO,LOVING YOU (Epidemik remix),165,2,2,21650
Ling Yuan yousa,Hoshi to Kimi ga Kieta Hi,88,2,3,503553
Asaka,The Sunshower (TV Size),85,3,3,1648968
nanobii,popsicle beach,174,10,5,848068
TOPHAMHAT-KYO,Princess Danshi,185,5,3,1061929
The Red Army Choir,National Anthem Of The USSR,73.75,6,12,866493
TWICE,YES or YES,138,5,6,888676
Uchikubi Gokumon Doukoukai,Futon no Naka kara Detaku Nai,80.9,4,3,729373
Luce Twinkle Wink*,go to Romance>>>>> (TV Size),226,3,3,738265
LukHash,GLITCH,175,10,5,785774
Loos,Koi Yomi Zakura (Full Ver.),168,5,3,12416
Tamura Naomi,Yuzurenai Negai (TV Size),133,3,3,1107156
MaouDamashii,piano11,80,2,5,429454
kemu,Haiboku no Shounen,185,4,3,67554
Mitchie M,Suki ! Yuki ! Maji Magic,167,5,3,230442
Denkishiki Karen Ongaku Shuudan,Silver Orbit,180,11,3,1062758
Sigma ft. Paloma Faith,Changing,171,10,2,353546
KIRA,Circles (feat. GUMI),155,2,2,854098
DECO*27,Relationship Scramble feat. Hatsune Miku,150,4,3,945190
NicoVideo,Kona-Chan: Farucon Pan! (sm2164009),468.75,7,3,874
sampling masters MEGA,Rotter Tarmination,200,2,5,17351
Yonekura Chihiro,Koiseyo Otome!,230,2,3,498438
Harenchi Punch,Neko Nyan DANSU,148,3,3,4926
Nagarekawa Girls,Nagarekawa Girls Song,168,3,3,215466
Namikawa Daisuke,The Delicious Tomato Song,150,3,3,22228
Type-Moon,Gunnyuu Shissou,133,2,5,15284
Ani,Ververg (feat. B) (Ver. B),190,2,14,67314
Merengue,"""Ano Hero to"" Bokura ni Tsuite -noitamina ver.-",133.69,3,3,597018
Grant Kirkhope,Hailfire Peaks,106.19,2,5,5434
kozato,Izayoi Sakura,175,10,5,893573
Sakura Merry-Men,Aikotoba (TV Size),132.8,3,3,747683
xi-on,Dream Battle!!,160,2,5,928244
Asaka,The Sunshower (TV Size),86,3,3,1090219
P4koo,Crystal Illusion,175,10,5,791944
Faylan,Blood teller (TV Size),118,3,3,38764
Thank You Scientist,Mr. Invisible,123,4,2,1130581
Noriyuki Iwadare,Godot - The Fragrance of Dark Coffee,142,2,5,7062
Morinaka Kazaki,Hana no Youni,140,5,3,873905
Zutto Mayonaka de Ii no ni.,Teiketsu Bolt,176,4,3,1220456
"Evan Beigel [BMI], Scott Emerson [BMI]",A Running Chip,165,10,5,246679
mihimaru GT,Masterpiece (TV Size),152,3,3,39093
KyoKa,Ouran Romancia,148,2,3,1404039
Zeami feat. Ayane,Senpuu no Mai (AC ver.),160.04,2,3,21691
Relient K,I'm Getting Nuttin' For Christmas,160,4,2,11282
HALCALI,Long Kiss Goodbye,120,3,3,13671
Hisaka Yoko,Fudepen ~Ballpen~ (TV Size),153,3,3,8431
SILENT SIREN,Days.,163,5,3,769492
Sta,Platinum,100,2,5,775386
Yellow Zebra,Akai Tsuki ~Story of Scarlett~,150,2,3,13656
Wiklund,Billy Boogie,170,10,5,22082
VINXIS,Sidetracked Day (Short Ver.),188,10,5,767600
impaofsweden,Full Moon,88,5,2,444729
Numtack05,Ooki na Hane de! (Cut Ver.),136.5,10,3,1075635
x0o0x_,/ / // / /,130,10,3,1120289
JUNNA,Here,110,3,3,760100
Rita,Taiyou,110,2,3,15350
adaptor,LAISSEZ:FAIRE,200,2,5,671457
fhana,Anemone no Hana,115,5,3,1124422
Koji Kondo & Mahito Yokota,Egg Planet,154,2,5,13022
Chiaki Ishikawa,Uninstall,122.5,3,3,15311
3L,Imitation,126,2,3,11340
Jackson Five,ABC,108,5,2,757
"ChiliChill feat. Hua Ling, Miao*Jiang, Yan Ning ccccc, kinsen",Let the Wind Tell You,49,5,4,1373224
MYTH & ROID,L.L.L. (TV Size),208,4,2,1361680
Camellia,Syzygia,190,10,5,1027467
Keeno,EOS,174,10,5,453221
Bai Sha JAWS,Dive Back In Time (TV Size),108.02,5,2,1546952
Yurika,Stardust Dreams,128,2,3,23293
YUPPA,Mimikyu no Uta,96,2,3,696351
Sangatsu no Phantasia,Rubicon (TV Size),140,3,3,881189
L'Arc~en~Ciel,READY STEADY GO! (TV Size),144,3,3,8119
Perfume,Electro World,143.26,5,3,8283
Krewella,Live for the Night,128,10,2,692999
Nekoyashiki,Aza,170,13,3,1384189
Rina Satou,Merikuri Song,105,3,3,11269
Michael Jackson,Black Or White,115.03,5,2,1950
Kageyama Hironobu,Battle of Omega (GAME OP size),196,2,3,759592
meluda,say less,180,5,2,1420493
Ani,Ververg (feat. B),190,2,14,55328
fripSide,Luminize,140,3,3,300922
Buono!,Honto no Jibun (TV Size),143,3,3,10023
Meg & Dia,Monster (DotEXE Remix),140,10,2,237478
Drake,Nice For What,93.5,9,2,873829
Takanashi Yasuharu,Ketsudan no Toki,122,12,5,1312098
HeHeJSM,YENA (Dubstep Remix),140,7,6,244936
ELISA,Dear My Friend -Mada Minu Mirai e-,129,5,3,1191574
DEEN,Eien no Ashita,122,2,3,32318
SHINKU-HOROU,Niji,138,3,3,542076
Xi-on,Emotional Skyscraper ~ Cosmic Mind,168,2,5,11940
Tony Halstead,The Globglogabgalab,92,3,2,754450
flair,Brave New World,138.97,2,3,12968
tomppabeats,Goodmorningme,74,6,5,969195
Kagamine Len,IkeLenka,180,4,3,22455
Girls' Generation & 2PM,Cabi Song,134,5,6,16804
Ryu*,Starmine (pop'n mixxx),174,2,14,31002
Javier Navarrete,Nana del laberinto del fauno,100,6,5,343159
Sharlo,Hatsukoi no Ehon,190,4,3,332887
chano & 40mP,Natsukoi Hanabi,158,4,3,652293
Stereos,Summer Girl,159,5,2,20302
fhana,Wonder Stella,193,3,3,380052
Mutsuhiko Izumi,Jet World,138,2,5,4357
Yonekura Chihiro,Smiling-Swinging!! (Game Ver.),200,14,3,1500781
ClariS,Careless (TV Size),185,5,3,1542598
Nomizu Iori,Ma.Ka.Se.Te Tonight (TV Size),181,3,3,26944
Sasaki Sayaka,"Sakura, Reincarnation",181,2,3,1013342
Hatsuki Yura,Halloween of the Dead,167,5,3,1041518
Ushigome Rimi (CV: Nishimoto Rimi),Chocolate no Teion Recipe,192,2,3,1044006
Lazy Town,Cooking by the Book,110,7,2,235
9nine,White Wishes (TV Size),135,3,3,69992
Tsukasa,The Clear Blue Sky,178,2,2,19976
Haru,Flowering Night (Instrumental),154,2,5,6952
Omoi,Teioh Education,183,4,3,1278333
